,Geneid,RI-BR1-21,RI-BR2-21,SI-BR1-21,SI-BR2-21
1483,gene:Minc3s00648g15589,0.0,0.0,0.0,0.0
1484,gene:Minc3s00648g15590,0.0,0.0,0.0,0.0
1485,gene:Minc3s00648g15591,0.0,0.0,0.0,0.0
1486,gene:Minc3s00648g15592,0.0,0.0,0.0,1.0
1487,gene:Minc3s00648g15593,0.0,0.0,0.0,0.0
1488,gene:Minc3s00648g15594,0.0,0.0,0.0,3.0
1489,gene:Minc3s00648g15595,0.0,0.0,0.0,0.0
1490,gene:Minc3s00648g15596,0.0,0.0,0.0,0.0
1491,gene:Minc3s08596g42412,0.0,0.0,0.0,0.0
1492,gene:Minc3s07289g40950,0.0,0.0,0.0,0.0
1493,gene:Minc3s07289g40951,0.0,0.0,0.0,0.0
1494,gene:Minc3s06235g39534,0.0,0.0,0.0,0.0
1495,gene:Minc3s02078g28139,0.0,0.0,0.0,0.0
1496,gene:Minc3s02078g28140,0.0,0.0,0.0,3.0
1497,gene:Minc3s02078g28141,0.0,0.0,0.0,0.0
1498,gene:Minc3s02078g28142,0.0,0.0,0.0,0.0
1499,gene:Minc3s02078g28143,0.0,2.0,0.0,0.0
1500,gene:Minc3s02078g28144,0.0,0.0,0.0,0.0
1501,gene:Minc3s00225g07982,0.0,0.0,0.0,0.0
1502,gene:Minc3s00225g07983,0.0,0.0,0.0,0.0
1503,gene:Minc3s00225g07984,0.0,0.0,0.0,0.0
1504,gene:Minc3s00225g07985,0.0,0.0,0.0,0.0
1505,gene:Minc3s00225g07986,0.0,0.0,0.0,0.0
1506,gene:Minc3s00225g07987,0.0,0.0,0.0,0.0
1507,gene:Minc3s00225g07988,0.0,0.0,0.0,0.0
1508,gene:Minc3s00225g07989,0.0,0.0,0.0,0.0
1509,gene:Minc3s00225g07990,0.0,0.0,0.0,0.0
1510,gene:Minc3s00225g07991,0.0,0.0,0.0,0.0
1511,gene:Minc3s00225g07992,0.0,0.0,0.0,0.0
1512,gene:Minc3s00225g07993,0.0,0.0,0.0,0.0
1513,gene:Minc3s00225g07994,0.0,0.0,0.0,0.0
1514,gene:Minc3s00225g07995,0.0,0.0,0.0,0.0
1515,gene:Minc3s00225g07996,0.0,0.0,0.0,0.0
1516,gene:Minc3s00225g07997,0.0,0.0,0.0,0.0
1517,gene:Minc3s00225g07998,0.0,0.0,0.0,0.0
1518,gene:Minc3s00225g07999,0.0,0.0,0.0,0.0
1519,gene:Minc3s00225g08000,0.0,0.0,0.0,0.0
1520,gene:Minc3s00225g08001,0.0,0.0,0.0,0.0
1521,gene:Minc3s00225g08002,0.0,0.0,0.0,0.0
1522,gene:Minc3s00225g08003,0.0,0.0,0.0,0.0
1523,gene:Minc3s00225g08004,0.0,0.0,0.0,0.0
1524,gene:Minc3s00225g08005,0.0,0.0,0.0,0.0
1525,gene:Minc3s00225g08006,0.0,0.0,0.0,0.0
1526,gene:Minc3s00225g08007,0.0,0.0,0.0,0.0
1527,gene:Minc3s00225g08008,0.0,0.0,0.0,0.0
1528,gene:Minc3s00225g08009,0.0,0.0,0.0,0.0
1529,gene:Minc3s00225g08010,0.0,0.0,0.0,0.0
1530,gene:Minc3s00225g08011,0.0,0.0,0.0,0.0
1531,gene:Minc3s11014g44548,0.0,0.0,0.0,0.0
1532,gene:Minc3s07044g40655,0.0,0.0,0.0,9.0
1533,gene:Minc3s10153g43848,0.0,0.0,0.0,0.0
1534,gene:Minc3s00893g18589,0.0,2.0,0.0,0.0
1535,gene:Minc3s00893g18590,0.0,0.0,0.0,0.0
1536,gene:Minc3s00893g18591,0.0,0.0,0.0,0.0
1537,gene:Minc3s00893g18592,0.0,0.0,0.0,0.0
1538,gene:Minc3s00893g18593,0.0,0.0,0.0,0.0
1539,gene:Minc3s00893g18594,0.0,0.0,0.0,0.0
1540,gene:Minc3s00893g18595,0.0,0.0,1.0,4.0
1541,gene:Minc3s00893g18596,0.0,0.0,0.0,0.0
1542,gene:Minc3s00893g18597,0.0,0.0,0.0,0.0
1543,gene:Minc3s00893g18598,0.0,0.0,0.0,0.0
1544,gene:Minc3s00893g18599,0.0,0.0,0.0,0.0
1545,gene:Minc3s00893g18600,0.0,0.0,0.0,0.0
1546,gene:Minc3s00893g18601,0.0,0.0,0.0,0.0
1547,gene:Minc3s07012g40622,0.0,0.0,0.0,1.0
1548,gene:Minc3s05519g38359,0.0,0.0,0.0,0.0
1549,gene:Minc3s05519g38360,0.0,0.0,0.0,0.0
1550,gene:Minc3s00685g16054,0.0,1.0,0.0,5.0
1551,gene:Minc3s00685g16055,0.0,0.0,0.0,0.0
1552,gene:Minc3s00685g16056,0.0,0.0,0.0,0.0
1553,gene:Minc3s00685g16057,0.0,0.0,0.0,0.0
1554,gene:Minc3s00685g16058,0.0,0.0,0.0,0.0
1555,gene:Minc3s00685g16059,0.0,0.0,1.0,0.0
1556,gene:Minc3s00685g16060,0.0,0.0,0.0,0.0
1557,gene:Minc3s00685g16061,0.0,0.0,0.0,0.0
1558,gene:Minc3s00685g16062,0.0,0.0,0.0,0.0
1559,gene:Minc3s00685g16063,0.0,0.0,0.0,0.0
1560,gene:Minc3s00685g16064,0.0,0.0,0.0,0.0
1561,gene:Minc3s00685g16065,0.0,0.0,0.0,1.0
1562,gene:Minc3s00685g16066,0.0,0.0,0.0,0.0
1563,gene:Minc3s03767g34745,0.0,0.0,0.0,0.0
1564,gene:Minc3s03767g34746,0.0,0.0,0.0,0.0
1565,gene:Minc3s03767g34747,0.0,0.0,0.0,0.0
1566,gene:Minc3s09255g43056,0.0,0.0,0.0,0.0
1567,gene:Minc3s09255g43057,0.0,0.0,0.0,0.0
1568,gene:Minc3s09274g43070,0.0,0.0,0.0,0.0
1569,gene:Minc3s00462g12719,2.0,1.0,3.0,9.0
1570,gene:Minc3s00462g12720,0.0,0.0,0.0,0.0
1571,gene:Minc3s00462g12721,0.0,0.0,2.0,0.0
1572,gene:Minc3s00462g12722,0.0,0.0,0.0,4.0
1573,gene:Minc3s00462g12723,0.0,0.0,1.0,0.0
1574,gene:Minc3s00462g12724,2.0,0.0,1.0,11.0
1575,gene:Minc3s00462g12725,0.0,5.0,1.0,6.0
1576,gene:Minc3s00462g12726,1.0,0.0,0.0,4.0
1577,gene:Minc3s00462g12727,0.0,0.0,0.0,4.0
1578,gene:Minc3s00462g12728,1.0,0.0,2.0,6.0
1579,gene:Minc3s00462g12729,0.0,1.0,3.0,21.0
1580,gene:Minc3s00462g12730,0.0,0.0,0.0,0.0
1581,gene:Minc3s00462g12731,0.0,0.0,1.0,4.0
1582,gene:Minc3s00462g12732,0.0,0.0,0.0,1.0
1583,gene:Minc3s00462g12733,0.0,1.0,2.0,0.0
1584,gene:Minc3s00462g12734,0.0,0.0,1.0,1.0
1585,gene:Minc3s00462g12735,0.0,0.0,0.0,4.0
1586,gene:Minc3s00462g12736,0.0,0.0,9.0,26.0
1587,gene:Minc3s00462g12737,1.0,7.0,4.0,30.0
1588,gene:Minc3s00462g12738,1.0,11.0,20.0,64.0
1589,gene:Minc3s00462g12739,0.0,1.0,0.0,3.0
1590,gene:Minc3s00462g12740,0.0,0.0,2.0,3.0
1591,gene:Minc3s00462g12741,0.0,0.0,0.0,3.0
1592,gene:Minc3s00462g12742,0.0,0.0,0.0,2.0
1593,gene:Minc3s00462g12743,0.0,0.0,0.0,3.0
1594,gene:Minc3s03606g34304,0.0,0.0,0.0,0.0
1595,gene:Minc3s00411g11851,0.0,1.0,0.0,0.0
1596,gene:Minc3s00411g11852,0.0,1.0,0.0,1.0
1597,gene:Minc3s00411g11853,0.0,0.0,0.0,0.0
1598,gene:Minc3s00411g11854,0.0,0.0,0.0,0.0
1599,gene:Minc3s00411g11855,0.0,0.0,0.0,0.0
1600,gene:Minc3s00411g11856,0.0,2.0,0.0,3.0
1601,gene:Minc3s00411g11857,0.0,0.0,0.0,1.0
1602,gene:Minc3s00411g11858,2.0,0.0,0.0,2.0
1603,gene:Minc3s00411g11859,0.0,0.0,1.0,1.0
1604,gene:Minc3s00411g11860,0.0,2.0,1.0,0.0
1605,gene:Minc3s00411g11861,0.0,1.0,4.0,8.0
1606,gene:Minc3s00411g11862,0.0,2.0,0.0,0.0
1607,gene:Minc3s00411g11863,0.0,2.0,2.0,4.0
1608,gene:Minc3s00411g11864,0.0,0.0,0.0,8.0
1609,gene:Minc3s00411g11865,0.0,0.0,0.0,0.0
1610,gene:Minc3s00411g11866,0.0,0.0,2.0,6.0
1611,gene:Minc3s00411g11867,0.0,0.0,2.0,8.0
1612,gene:Minc3s00411g11868,1.0,3.0,0.0,11.0
1613,gene:Minc3s10459g44108,0.0,0.0,0.0,0.0
1614,gene:Minc3s10459g44109,0.0,0.0,0.0,0.0
1615,gene:Minc3s00393g11529,0.0,0.0,0.0,0.0
1616,gene:Minc3s00393g11530,0.0,0.0,0.0,0.0
1617,gene:Minc3s00393g11531,0.0,0.0,0.0,0.0
1618,gene:Minc3s00393g11532,0.0,0.0,0.0,0.0
1619,gene:Minc3s00393g11533,0.0,0.0,0.0,0.0
1620,gene:Minc3s00393g11534,0.0,0.0,2.0,2.0
1621,gene:Minc3s00393g11535,0.0,0.0,0.0,0.0
1622,gene:Minc3s00393g11536,0.0,1.0,0.0,3.0
1623,gene:Minc3s00393g11537,0.0,0.0,0.0,0.0
1624,gene:Minc3s00393g11538,1.0,4.0,5.0,2.0
1625,gene:Minc3s00393g11539,0.0,4.0,1.0,2.0
1626,gene:Minc3s00393g11540,2.0,3.0,0.0,9.0
1627,gene:Minc3s00393g11541,0.0,0.0,0.0,7.0
1628,gene:Minc3s00393g11542,0.0,3.0,0.0,1.0
1629,gene:Minc3s00393g11543,0.0,0.0,0.0,0.0
1630,gene:Minc3s03905g35106,0.0,0.0,0.0,1.0
1631,gene:Minc3s03905g35107,0.0,0.0,0.0,0.0
1632,gene:Minc3s03905g35108,0.0,0.0,0.0,0.0
1633,gene:Minc3s03422g33793,0.0,0.0,0.0,0.0
1634,gene:Minc3s03422g33792,1.0,0.0,1.0,1.0
1635,gene:Minc3s03422g33794,0.0,0.0,0.0,1.0
1636,gene:Minc3s04659g36759,0.0,0.0,0.0,0.0
1637,gene:Minc3s08417g42234,0.0,0.0,1.0,0.0
1638,gene:Minc3s08397g42217,0.0,0.0,0.0,0.0
1639,gene:Minc3s02486g30278,0.0,0.0,0.0,0.0
1640,gene:Minc3s02486g30279,0.0,0.0,0.0,0.0
1641,gene:Minc3s02486g30280,0.0,0.0,0.0,0.0
1642,gene:Minc3s02486g30281,0.0,8.0,0.0,0.0
1643,gene:Minc3s02486g30282,0.0,0.0,0.0,1.0
1644,gene:Minc3s04617g36668,0.0,0.0,0.0,0.0
1645,gene:Minc3s04617g36669,0.0,2.0,0.0,0.0
1646,gene:Minc3s04617g36670,0.0,0.0,0.0,0.0
1647,gene:Minc3s06992g40596,0.0,0.0,0.0,0.0
1648,gene:Minc3s08255g42055,0.0,0.0,0.0,0.0
1649,gene:Minc3s00742g16751,0.0,0.0,0.0,0.0
1650,gene:Minc3s00742g16752,0.0,0.0,1.0,0.0
1651,gene:Minc3s00742g16753,0.0,0.0,0.0,1.0
1652,gene:Minc3s00742g16754,0.0,0.0,1.0,9.0
1653,gene:Minc3s00742g16755,0.0,0.0,0.0,0.0
1654,gene:Minc3s00742g16756,0.0,0.0,0.0,1.0
1655,gene:Minc3s00742g16757,0.0,0.0,0.0,0.0
1656,gene:Minc3s00742g16758,0.0,0.0,0.0,0.0
1657,gene:Minc3s00742g16759,0.0,0.0,0.0,0.0
1658,gene:Minc3s00742g16760,0.0,0.0,0.0,2.0
1659,gene:Minc3s00742g16761,0.0,0.0,0.0,0.0
1660,gene:Minc3s00742g16762,0.0,0.0,0.0,0.0
1661,gene:Minc3s00742g16763,0.0,0.0,0.0,0.0
1662,gene:Minc3s00742g16764,0.0,0.0,0.0,1.0
1663,gene:Minc3s00742g16765,0.0,0.0,0.0,0.0
1664,gene:Minc3s00742g16766,0.0,0.0,0.0,0.0
1665,gene:Minc3s00742g16767,0.0,3.0,0.0,0.0
1666,gene:Minc3s08741g42549,0.0,0.0,0.0,0.0
1667,gene:Minc3s04723g36880,0.0,0.0,0.0,0.0
1668,gene:Minc3s04723g36881,0.0,0.0,0.0,0.0
1669,gene:Minc3s04723g36882,0.0,0.0,0.0,0.0
1670,gene:Minc3s08171g41972,0.0,0.0,0.0,0.0
1671,gene:Minc3s08171g41973,0.0,0.0,0.0,0.0
1672,gene:Minc3s01824g26547,0.0,0.0,0.0,0.0
1673,gene:Minc3s01824g26548,0.0,0.0,0.0,2.0
1674,gene:Minc3s01824g26549,0.0,0.0,0.0,0.0
1675,gene:Minc3s01824g26550,1.0,3.0,0.0,24.0
1676,gene:Minc3s01824g26551,0.0,0.0,0.0,0.0
1677,gene:Minc3s01824g26552,0.0,0.0,0.0,1.0
1678,gene:Minc3s01824g26553,0.0,0.0,0.0,0.0
1679,gene:Minc3s01824g26554,0.0,0.0,0.0,6.0
1680,gene:Minc3s01824g26555,0.0,5.0,8.0,34.0
1681,gene:Minc3s01824g26556,3.0,3.0,0.0,0.0
1682,gene:Minc3s01824g26557,0.0,0.0,0.0,0.0
1683,gene:Minc3s03183g33073,0.0,0.0,0.0,0.0
1684,gene:Minc3s03183g33074,0.0,0.0,0.0,0.0
1685,gene:Minc3s03183g33075,0.0,0.0,0.0,1.0
1686,gene:Minc3s06175g39448,0.0,0.0,0.0,2.0
1687,gene:Minc3s06175g39449,0.0,0.0,0.0,0.0
1688,gene:Minc3s06175g39450,0.0,0.0,0.0,0.0
1689,gene:Minc3s06175g39451,0.0,0.0,0.0,0.0
1690,gene:Minc3s01812g26474,0.0,0.0,0.0,1.0
1691,gene:Minc3s01812g26475,0.0,2.0,0.0,0.0
1692,gene:Minc3s01812g26476,0.0,0.0,0.0,3.0
1693,gene:Minc3s01812g26477,0.0,1.0,0.0,3.0
1694,gene:Minc3s01812g26478,0.0,1.0,0.0,3.0
1695,gene:Minc3s01812g26479,0.0,0.0,0.0,0.0
1696,gene:Minc3s01812g26480,0.0,0.0,0.0,0.0
1697,gene:Minc3s03051g32576,0.0,0.0,0.0,4.0
1698,gene:Minc3s03051g32577,1.0,0.0,0.0,0.0
1699,gene:Minc3s03051g32578,0.0,0.0,0.0,0.0
1700,gene:Minc3s03051g32579,0.0,3.0,2.0,1.0
1701,gene:Minc3s03051g32580,1.0,0.0,0.0,1.0
1702,gene:Minc3s00664g15795,0.0,1.0,0.0,4.0
1703,gene:Minc3s00664g15796,0.0,0.0,0.0,0.0
1704,gene:Minc3s00664g15797,0.0,0.0,0.0,0.0
1705,gene:Minc3s00664g15798,0.0,0.0,0.0,0.0
1706,gene:Minc3s00664g15799,0.0,0.0,0.0,0.0
1707,gene:Minc3s00664g15800,0.0,0.0,0.0,0.0
1708,gene:Minc3s00664g15801,0.0,0.0,0.0,3.0
1709,gene:Minc3s00664g15802,0.0,0.0,0.0,0.0
1710,gene:Minc3s00664g15803,0.0,0.0,0.0,0.0
1711,gene:Minc3s00664g15804,0.0,0.0,0.0,3.0
1712,gene:Minc3s00664g15805,0.0,0.0,0.0,0.0
1713,gene:Minc3s00664g15806,0.0,0.0,0.0,0.0
1714,gene:Minc3s00664g15807,0.0,0.0,0.0,0.0
1715,gene:Minc3s00664g15808,0.0,1.0,0.0,0.0
1716,gene:Minc3s00664g15809,0.0,1.0,0.0,1.0
1717,gene:Minc3s00664g15810,0.0,0.0,0.0,1.0
1718,gene:Minc3s00664g15811,0.0,0.0,0.0,1.0
1719,gene:Minc3s00664g15812,0.0,0.0,0.0,2.0
1720,gene:Minc3s01163g21306,0.0,1.0,0.0,0.0
1721,gene:Minc3s01163g21307,0.0,0.0,0.0,1.0
1722,gene:Minc3s01163g21308,1.0,4.0,4.0,7.0
1723,gene:Minc3s01163g21309,0.0,2.0,0.0,4.0
1724,gene:Minc3s01163g21310,0.0,1.0,2.0,6.0
1725,gene:Minc3s01163g21311,0.0,0.0,0.0,0.0
1726,gene:Minc3s01163g21312,0.0,0.0,0.0,0.0
1727,gene:Minc3s01163g21313,0.0,0.0,0.0,0.0
1728,gene:Minc3s01163g21314,0.0,0.0,0.0,0.0
1729,gene:Minc3s01163g21315,0.0,1.0,2.0,3.0
1730,gene:Minc3s01163g21316,0.0,0.0,0.0,0.0
1731,gene:Minc3s01163g21317,0.0,4.0,5.0,33.0
1732,gene:Minc3s01163g21318,0.0,2.0,1.0,7.0
1733,gene:Minc3s00496g13292,0.0,1.0,0.0,9.0
1734,gene:Minc3s00496g13293,0.0,0.0,0.0,4.0
1735,gene:Minc3s00496g13294,0.0,0.0,0.0,7.0
1736,gene:Minc3s00496g13295,0.0,1.0,0.0,2.0
1737,gene:Minc3s00496g13296,0.0,0.0,0.0,0.0
1738,gene:Minc3s00496g13297,0.0,1.0,1.0,0.0
1739,gene:Minc3s00496g13298,0.0,0.0,0.0,1.0
1740,gene:Minc3s00496g13299,0.0,4.0,2.0,8.0
1741,gene:Minc3s00496g13300,0.0,2.0,0.0,11.0
1742,gene:Minc3s00496g13301,4.0,7.0,9.0,6.0
1743,gene:Minc3s00496g13302,0.0,1.0,2.0,0.0
1744,gene:Minc3s00496g13303,2.0,0.0,2.0,14.0
1745,gene:Minc3s00496g13304,0.0,0.0,0.0,0.0
1746,gene:Minc3s00496g13305,1.0,4.0,0.0,1.0
1747,gene:Minc3s00496g13306,0.0,0.0,0.0,0.0
1748,gene:Minc3s00496g13307,0.0,1.0,0.0,4.0
1749,gene:Minc3s00496g13308,0.0,6.0,3.0,5.0
1750,gene:Minc3s00496g13309,1.0,8.0,2.0,10.0
1751,gene:Minc3s00496g13310,0.0,0.0,0.0,0.0
1752,gene:Minc3s00496g13311,0.0,0.0,0.0,1.0
1753,gene:Minc3s00496g13312,0.0,0.0,0.0,1.0
1754,gene:Minc3s00496g13313,0.0,2.0,24.0,138.0
1755,gene:Minc3s00496g13314,0.0,0.0,0.0,0.0
1756,gene:Minc3s00496g13315,6.0,6.0,75.0,327.0
1757,gene:Minc3s00496g13316,0.0,0.0,0.0,0.0
1758,gene:Minc3s00496g13317,0.0,0.0,0.0,1.0
1759,gene:Minc3s00496g13318,0.0,0.0,0.0,0.0
1760,gene:Minc3s00496g13319,0.0,0.0,0.0,0.0
1761,gene:Minc3s00496g13320,0.0,0.0,0.0,0.0
1762,gene:Minc3s00972g19447,0.0,0.0,0.0,1.0
1763,gene:Minc3s00972g19448,0.0,0.0,0.0,0.0
1764,gene:Minc3s00972g19449,0.0,0.0,0.0,4.0
1765,gene:Minc3s00972g19450,0.0,1.0,0.0,0.0
1766,gene:Minc3s00972g19451,0.0,0.0,0.0,0.0
1767,gene:Minc3s00972g19452,0.0,0.0,0.0,0.0
1768,gene:Minc3s00972g19453,0.0,0.0,0.0,0.0
1769,gene:Minc3s03188g33086,0.0,0.0,0.0,0.0
1770,gene:Minc3s01094g20653,0.0,1.0,0.0,0.0
1771,gene:Minc3s01094g20654,2.0,1.0,2.0,3.0
1772,gene:Minc3s01094g20655,0.0,0.0,0.0,3.0
1773,gene:Minc3s01094g20656,0.0,0.0,2.0,5.0
1774,gene:Minc3s01094g20657,0.0,0.0,0.0,0.0
1775,gene:Minc3s01094g20658,0.0,0.0,0.0,0.0
1776,gene:Minc3s01094g20659,0.0,0.0,0.0,0.0
1777,gene:Minc3s01094g20660,0.0,4.0,2.0,5.0
1778,gene:Minc3s01094g20661,0.0,2.0,1.0,9.0
1779,gene:Minc3s01094g20662,0.0,1.0,1.0,8.0
1780,gene:Minc3s01094g20663,0.0,3.0,5.0,21.0
1781,gene:Minc3s01558g24703,0.0,0.0,0.0,0.0
1782,gene:Minc3s01558g24704,0.0,0.0,0.0,0.0
1783,gene:Minc3s03603g34292,0.0,0.0,0.0,0.0
1784,gene:Minc3s03603g34293,0.0,0.0,0.0,0.0
1785,gene:Minc3s03603g34294,0.0,0.0,0.0,0.0
1786,gene:Minc3s03436g33830,0.0,0.0,0.0,0.0
1787,gene:Minc3s06746g40262,0.0,2.0,4.0,1.0
1788,gene:Minc3s06746g40263,0.0,0.0,0.0,0.0
1789,gene:Minc3s00688g16089,0.0,0.0,0.0,0.0
1790,gene:Minc3s00688g16090,0.0,0.0,0.0,0.0
1791,gene:Minc3s00688g16091,0.0,0.0,0.0,0.0
1792,gene:Minc3s00688g16092,0.0,0.0,0.0,0.0
1793,gene:Minc3s00688g16093,0.0,0.0,0.0,0.0
1794,gene:Minc3s00688g16094,0.0,0.0,0.0,0.0
1795,gene:Minc3s00688g16095,0.0,0.0,0.0,1.0
1796,gene:Minc3s00688g16096,0.0,0.0,0.0,0.0
1797,gene:Minc3s00688g16097,0.0,0.0,0.0,0.0
1798,gene:Minc3s00688g16098,0.0,0.0,0.0,0.0
1799,gene:Minc3s00688g16099,0.0,0.0,0.0,0.0
1800,gene:Minc3s04569g36565,0.0,0.0,0.0,0.0
1801,gene:Minc3s02035g27891,0.0,0.0,0.0,0.0
1802,gene:Minc3s02035g27892,0.0,0.0,0.0,0.0
1803,gene:Minc3s02035g27893,0.0,0.0,0.0,0.0
1804,gene:Minc3s02035g27894,0.0,0.0,0.0,0.0
1805,gene:Minc3s02035g27895,0.0,0.0,0.0,0.0
1806,gene:Minc3s02035g27896,0.0,0.0,0.0,0.0
1807,gene:Minc3s02035g27897,0.0,0.0,0.0,1.0
1808,gene:Minc3s02035g27898,0.0,0.0,0.0,0.0
1809,gene:Minc3s02035g27899,0.0,0.0,0.0,0.0
1810,gene:Minc3s00475g12960,0.0,0.0,0.0,0.0
1811,gene:Minc3s00475g12961,0.0,0.0,1.0,0.0
1812,gene:Minc3s00475g12962,2.0,1.0,0.0,1.0
1813,gene:Minc3s00475g12963,0.0,0.0,0.0,0.0
1814,gene:Minc3s00475g12964,0.0,0.0,3.0,7.0
1815,gene:Minc3s00475g12965,0.0,0.0,0.0,0.0
1816,gene:Minc3s00475g12966,0.0,0.0,1.0,0.0
1817,gene:Minc3s00475g12967,0.0,0.0,0.0,0.0
1818,gene:Minc3s00475g12968,0.0,3.0,0.0,2.0
1819,gene:Minc3s00475g12969,1.0,1.0,3.0,7.0
1820,gene:Minc3s00475g12970,0.0,2.0,1.0,10.0
1821,gene:Minc3s00475g12971,0.0,0.0,0.0,0.0
1822,gene:Minc3s00475g12972,0.0,4.0,1.0,4.0
1823,gene:Minc3s00475g12973,2.0,4.0,5.0,32.0
1824,gene:Minc3s00475g12974,0.0,2.0,1.0,5.0
1825,gene:Minc3s00475g12975,0.0,0.0,0.0,2.0
1826,gene:Minc3s00475g12976,2.0,5.0,1.0,9.0
1827,gene:Minc3s00475g12977,0.0,2.0,0.0,1.0
1828,gene:Minc3s00475g12978,0.0,3.0,0.0,0.0
1829,gene:Minc3s00475g12979,0.0,2.0,2.0,4.0
1830,gene:Minc3s00475g12980,0.0,2.0,0.0,0.0
1831,gene:Minc3s00475g12981,0.0,0.0,0.0,0.0
1832,gene:Minc3s00475g12982,0.0,1.0,0.0,0.0
1833,gene:Minc3s00475g12983,0.0,0.0,0.0,1.0
1834,gene:Minc3s00475g12984,0.0,0.0,0.0,0.0
1835,gene:Minc3s00475g12985,0.0,1.0,0.0,0.0
1836,gene:Minc3s00475g12986,0.0,3.0,1.0,1.0
1837,gene:Minc3s00475g12987,0.0,1.0,0.0,0.0
1838,gene:Minc3s02718g31317,0.0,0.0,1.0,4.0
1839,gene:Minc3s02718g31318,0.0,0.0,0.0,0.0
1840,gene:Minc3s02718g31319,0.0,0.0,0.0,0.0
1841,gene:Minc3s02718g31320,0.0,0.0,0.0,0.0
1842,gene:Minc3s02718g31321,0.0,0.0,0.0,0.0
1843,gene:Minc3s02718g31322,0.0,0.0,0.0,0.0
1844,gene:Minc3s03626g34365,0.0,0.0,0.0,0.0
1845,gene:Minc3s03626g34366,0.0,0.0,0.0,0.0
1846,gene:Minc3s03444g33854,0.0,0.0,2.0,3.0
1847,gene:Minc3s03444g33855,0.0,0.0,0.0,3.0
1848,gene:Minc3s03444g33856,0.0,0.0,0.0,0.0
1849,gene:Minc3s03444g33857,0.0,0.0,0.0,0.0
1850,gene:Minc3s03575g34231,0.0,0.0,2.0,6.0
1851,gene:Minc3s03575g34232,0.0,0.0,0.0,4.0
1852,gene:Minc3s06560g39997,0.0,0.0,0.0,0.0
1853,gene:Minc3s06560g39998,0.0,0.0,0.0,0.0
1854,gene:Minc3s08585g42397,0.0,0.0,0.0,2.0
1855,gene:Minc3s08585g42398,0.0,0.0,0.0,0.0
1856,gene:Minc3s11742g45117,0.0,0.0,3.0,0.0
1857,gene:Minc3s00326g10258,0.0,0.0,0.0,0.0
1858,gene:Minc3s00326g10259,0.0,0.0,0.0,0.0
1859,gene:Minc3s00326g10260,0.0,1.0,0.0,0.0
1860,gene:Minc3s00326g10261,0.0,0.0,0.0,0.0
1861,gene:Minc3s00326g10262,0.0,0.0,1.0,2.0
1862,gene:Minc3s00326g10263,0.0,1.0,0.0,16.0
1863,gene:Minc3s00326g10264,0.0,0.0,0.0,0.0
1864,gene:Minc3s00326g10265,0.0,1.0,1.0,1.0
1865,gene:Minc3s00326g10266,0.0,2.0,1.0,1.0
1866,gene:Minc3s00326g10267,0.0,0.0,0.0,0.0
1867,gene:Minc3s00326g10268,0.0,2.0,1.0,0.0
1868,gene:Minc3s00326g10269,0.0,0.0,0.0,1.0
1869,gene:Minc3s00326g10270,0.0,3.0,1.0,3.0
1870,gene:Minc3s00326g10271,0.0,0.0,0.0,0.0
1871,gene:Minc3s00326g10272,2.0,6.0,9.0,47.0
1872,gene:Minc3s00326g10273,0.0,0.0,2.0,0.0
1873,gene:Minc3s00326g10274,0.0,0.0,0.0,11.0
1874,gene:Minc3s00326g10275,0.0,0.0,0.0,0.0
1875,gene:Minc3s00326g10276,0.0,0.0,0.0,0.0
1876,gene:Minc3s00326g10277,0.0,0.0,1.0,1.0
1877,gene:Minc3s00326g10278,0.0,0.0,0.0,0.0
1878,gene:Minc3s00326g10279,0.0,0.0,0.0,3.0
1879,gene:Minc3s00326g10280,0.0,0.0,0.0,0.0
1880,gene:Minc3s00326g10281,0.0,0.0,0.0,1.0
1881,gene:Minc3s00326g10282,0.0,1.0,0.0,33.0
1882,gene:Minc3s00326g10283,0.0,0.0,0.0,0.0
1883,gene:Minc3s05461g38286,0.0,0.0,0.0,0.0
1884,gene:Minc3s07314g40978,0.0,0.0,0.0,0.0
1885,gene:Minc3s01685g25583,0.0,0.0,0.0,0.0
1886,gene:Minc3s01685g25584,0.0,0.0,0.0,0.0
1887,gene:Minc3s01685g25585,0.0,0.0,0.0,0.0
1888,gene:Minc3s01685g25586,0.0,0.0,0.0,0.0
1889,gene:Minc3s01685g25587,0.0,0.0,0.0,0.0
1890,gene:Minc3s01685g25588,0.0,0.0,0.0,0.0
1891,gene:Minc3s01685g25589,0.0,0.0,0.0,0.0
1892,gene:Minc3s01356g23071,0.0,0.0,0.0,0.0
1893,gene:Minc3s01356g23072,0.0,0.0,0.0,0.0
1894,gene:Minc3s01356g23073,0.0,0.0,1.0,1.0
1895,gene:Minc3s01356g23074,0.0,0.0,0.0,0.0
1896,gene:Minc3s01356g23075,0.0,0.0,0.0,1.0
1897,gene:Minc3s01356g23076,0.0,0.0,0.0,0.0
1898,gene:Minc3s01356g23077,0.0,0.0,0.0,0.0
1899,gene:Minc3s01356g23078,0.0,0.0,0.0,0.0
1900,gene:Minc3s01356g23079,0.0,0.0,1.0,0.0
1901,gene:Minc3s01356g23080,0.0,0.0,0.0,0.0
1902,gene:Minc3s01356g23081,0.0,0.0,0.0,0.0
1903,gene:Minc3s01356g23082,0.0,0.0,0.0,0.0
1904,gene:Minc3s01356g23083,0.0,0.0,0.0,0.0
